# IP	Distancia
78.56.76.58	347
78.60.217.72	341
78.63.142.126	342
78.64.121.252	113
78.71.163.140	393
78.71.225.21	330
78.83.122.203	430
78.87.38.150	275
78.88.214.141	350
78.91.167.122	284
78.92.1.63	386
78.93.236.116	369
78.104.123.79	330
78.107.16.71	358
78.108.85.160	394
78.111.198.90	366
78.116.7.241	367
78.119.183.10	375
78.120.164.230	254
78.122.83.103	413
78.122.244.253	182
78.126.2.142	488
78.126.130.13	361
78.129.76.18	570
78.130.38.81	498
78.142.95.226	229
78.158.105.106	507
78.160.164.246	477
78.173.59.93	369
78.185.143.241	553
78.186.164.63	313
78.191.143.185	607
78.193.112.25	322
78.196.198.98	375
78.200.102.107	409
78.206.123.186	360
78.210.100.133	197
78.214.163.159	256
78.217.253.158	407
78.225.190.67	313
78.234.149.202	232
78.234.151.86	309
78.243.168.162	475
78.248.33.40	362
78.249.54.110	336
78.251.80.122	292
78.254.229.220	305
79.13.16.149	275
79.21.101.6	346
79.24.65.9	295
79.28.118.27	317
79.31.9.178	541
79.35.156.103	307
79.38.231.146	452
79.39.50.148	320
79.40.65.104	295
79.54.183.141	340
79.90.26.131	339
79.94.91.104	367
79.97.218.166	370
79.99.58.30	442
79.102.105.120	426
79.102.223.228	381
79.109.216.12	288
79.112.33.47	370
79.120.213.103	327
79.121.104.115	459
79.123.181.208	278
79.129.235.28	349
79.129.251.140	300
79.137.94.97	436
79.138.1.211	344
79.162.100.68	242
79.162.115.40	358
79.168.111.241	380
79.170.62.112	357
79.170.105.60	284
79.180.135.103	508
79.186.77.134	320
79.191.148.195	430
79.198.2.184	349
79.213.234.46	356
79.217.204.253	275
79.220.192.142	264
79.221.111.45	464
79.222.136.171	270
79.222.244.98	254
79.237.149.99	551
79.238.165.203	332
79.241.13.228	314
79.243.38.75	214
79.243.65.157	419
79.246.215.54	378
80.5.82.68	338
80.6.206.3	479
80.6.241.95	315
80.17.62.134	500
80.17.148.2	386
80.18.250.82	393
80.19.113.158	377
80.20.97.162	256
80.28.220.189	242
80.30.176.252	336
80.37.66.212	193
80.42.229.160	378
80.43.30.243	360
80.44.152.32	405
80.48.90.141	314
80.52.203.239	318
80.52.219.50	233
80.58.209.29	321
80.71.105.9	274
80.89.149.168	304
80.94.12.96	321
80.104.75.19	319
80.113.49.58	240
80.113.227.82	347
80.118.66.71	190
80.128.94.121	385
80.129.152.62	314
80.130.194.89	539
80.135.163.70	455
80.137.206.93	519
80.138.136.207	261
80.150.216.147	369
80.155.227.104	538
80.156.35.236	370
80.157.99.15	395
80.158.21.235	280
80.159.119.153	447
80.159.214.33	495
80.160.72.171	463
80.161.88.211	320
80.165.221.252	399
80.168.19.133	279
80.169.79.65	146
80.178.222.7	420
80.182.127.162	318
80.182.166.243	308
80.183.2.41	346
80.183.243.174	315
80.208.234.84	464
80.217.100.91	297
80.218.141.206	320
80.224.61.14	395
80.225.242.155	430
80.237.239.245	568
80.241.126.49	385
80.245.226.234	463
80.246.85.16	421
80.246.184.17	363
80.249.247.134	307
80.251.19.224	351
81.1.114.85	379
81.4.13.57	318
81.4.23.141	303
81.24.187.188	307
81.30.30.198	444
81.55.172.73	414
81.55.181.66	382
81.65.183.140	364
81.75.91.178	297
81.84.43.12	419
81.92.7.134	351
81.93.164.151	372
81.93.245.187	400
81.94.34.113	333
81.108.81.196	518
81.136.245.27	340
81.153.115.25	291
81.159.79.177	246
81.162.63.110	470
81.171.189.66	320
81.179.36.31	363
81.181.202.128	324
81.184.84.124	318
81.184.144.227	491
81.192.113.10	391
81.193.105.18	389
81.201.27.160	306
81.211.10.157	237
81.219.13.57	347
81.224.206.251	336
81.230.199.90	430
81.231.155.131	244
81.234.183.28	378
81.238.141.32	312
81.244.35.66	276
81.244.209.37	275
81.246.26.6	351
81.248.82.236	353
81.253.190.85	213
82.1.10.100	534
82.11.75.137	296
82.11.138.169	350
82.12.90.211	378
82.14.83.31	230
82.14.215.132	286
82.19.73.63	383
82.20.253.101	328
82.33.112.31	405
82.45.11.112	252
82.50.95.215	339
82.56.211.81	430
82.57.68.145	492
82.68.70.217	382
82.78.138.2	352
82.82.29.19	369
82.86.229.239	257
82.88.13.96	427
82.90.229.190	375
82.91.233.2	336
82.92.61.128	473
82.100.34.168	138
82.100.109.42	292
82.102.125.5	340
82.112.64.96	330
82.123.172.220	270
82.127.14.1	286
82.129.240.160	412
82.136.222.245	499
82.139.48.240	329
82.147.178.21	238
82.155.130.158	400
82.157.128.161	296
82.169.147.233	362
82.191.184.139	478
82.193.19.190	324
82.205.243.96	288
82.212.102.173	304
82.218.245.128	346
82.227.246.231	302
82.232.16.124	503
82.232.53.185	444
82.236.74.241	389
82.252.241.204	488
82.253.133.162	275
83.1.52.53	489
83.8.199.153	324
83.11.163.229	235
83.11.191.179	455
83.11.191.218	285
83.12.74.221	326
83.14.60.40	359
83.16.237.16	239
83.17.243.106	360
83.18.15.92	394
83.18.142.184	315
83.20.236.168	293
83.22.160.179	399
83.23.27.68	291
83.35.150.152	413
83.41.220.224	370
83.45.78.116	396
83.45.198.128	397
83.49.23.142	413
83.49.122.132	389
83.52.225.6	302
83.57.147.84	460
83.67.5.182	326
83.75.97.95	302
83.82.74.98	412
83.87.100.61	419
83.93.59.96	217
83.95.119.119	318
83.101.110.220	415
83.103.125.87	318
83.104.98.167	249
83.108.110.87	316
83.111.229.162	355
83.114.66.96	410
83.124.37.188	330
83.127.110.9	406
83.129.158.194	168
83.130.53.224	367
83.140.210.140	365
83.141.235.85	413
83.144.4.64	516
83.145.164.56	298
83.147.14.251	391
83.147.131.174	454
83.149.15.119	227
83.154.249.116	363
83.163.40.224	200
83.165.157.124	379
83.173.113.244	351
83.179.165.139	379
83.195.195.203	417
83.202.238.75	314
83.203.238.230	382
83.204.235.25	602
83.210.135.174	409
83.221.231.113	335
83.234.133.118	308
83.237.179.112	315
83.237.195.92	437
83.250.161.56	416
84.5.177.230	277
84.8.106.104	296
84.9.79.9	274
84.16.120.187	430
84.22.95.219	314
84.22.150.19	233
84.22.196.159	238
84.27.151.15	244
84.30.169.221	240
84.33.101.18	371
84.36.21.103	233
84.37.173.55	293
84.45.149.32	418
84.56.121.198	468
84.58.239.30	210
84.59.71.84	767
84.65.123.248	269
84.75.154.67	252
84.91.111.142	373
84.96.87.45	376
84.96.188.212	218
84.98.30.225	565
84.107.2.131	360
84.108.251.101	329
84.110.146.212	364
84.120.249.90	340
84.127.79.49	281
84.143.32.133	368
84.144.124.1	366
84.145.134.9	400
84.146.39.105	356
84.159.215.185	244
84.164.83.25	178
84.171.102.116	400
84.171.148.96	368
84.175.167.170	333
84.183.126.1	462
84.189.207.218	384
84.191.209.44	278
84.224.131.115	318
84.235.64.80	321
84.237.19.250	313
84.243.89.185	255
84.244.10.150	365
84.246.166.57	395
84.250.143.80	318
84.252.211.105	374
84.254.5.163	368
85.1.51.45	284
85.1.247.87	239
85.3.204.117	538
85.14.86.63	373
85.15.140.167	335
85.17.195.175	403
85.22.71.177	409
85.22.76.200	548
85.23.88.237	381
85.23.250.77	348
85.38.241.201	428
85.41.202.231	494
85.42.24.129	369
85.46.238.176	396
85.52.215.191	416
85.53.39.80	311
85.57.211.1	340
85.58.88.105	582
85.60.211.252	328
85.74.213.202	263
85.81.94.171	394
85.87.86.32	285
85.90.78.193	567
85.90.154.240	366
85.100.35.230	286
85.100.71.1	371
85.108.15.30	478
85.118.162.201	327
85.130.217.110	139
85.135.106.109	378
85.139.207.247	605
85.140.63.31	428
85.149.96.77	445
85.168.74.12	496
85.171.69.217	379
85.171.106.234	338
85.172.61.142	320
85.175.230.180	394
85.176.86.164	334
85.179.197.48	517
85.182.57.97	341
85.189.115.250	325
85.191.163.230	404
85.198.80.74	607
85.218.194.172	639
85.223.21.204	429
85.235.251.106	374
85.240.29.164	439
85.243.155.36	481
85.245.7.250	276
85.248.211.82	488
85.253.13.170	447
86.2.59.249	374
86.7.124.5	347
86.16.132.234	400
86.17.75.36	209
86.17.148.77	337
86.23.94.179	283
86.32.191.49	455
86.34.30.170	600
86.35.75.64	227
86.37.69.167	336
86.37.183.210	452
86.39.195.14	392
86.40.36.79	425
86.57.31.101	559
86.59.190.44	402
86.63.105.82	334
86.65.47.105	234
86.65.122.232	246
86.67.253.24	330
86.76.12.92	372
86.76.96.141	366
86.77.245.222	309
86.81.163.129	293
86.84.186.198	378
86.104.233.21	440
86.110.242.88	368
86.115.164.225	418
86.135.171.215	367
86.138.13.41	174
86.158.217.114	402
86.162.242.129	378
86.163.33.138	278
86.178.18.238	352
86.179.49.57	334
86.180.160.243	296
86.185.67.116	309
86.189.161.34	303
86.191.92.204	527
86.198.223.7	318
86.202.105.23	357
86.203.149.213	419
86.203.151.254	340
86.207.179.217	403
86.220.161.222	229
86.226.98.138	235
86.228.166.151	331
86.237.243.214	381
86.249.86.175	242
86.251.136.220	354
86.252.106.114	295
86.253.178.63	293
87.4.128.147	459
87.11.38.225	292
87.11.57.229	84
87.12.251.201	421
87.14.173.152	448
87.16.232.168	276
87.25.180.3	485
87.26.166.60	314
87.28.106.162	318
87.32.17.55	465
87.36.102.124	367
87.41.187.189	189
87.46.244.38	314
87.48.239.219	436
87.50.23.23	575
87.52.172.167	597
87.59.123.56	701
87.60.142.6	484
87.61.28.114	363
87.63.239.88	257
87.72.5.236	315
87.72.32.119	374
87.73.31.54	294
87.82.214.13	382
87.83.253.220	375
87.86.186.38	413
87.87.245.104	304
87.89.17.199	540
87.99.151.99	408
87.101.4.164	312
87.102.69.205	462
87.104.57.101	448
87.112.103.18	303
87.114.238.109	393
87.115.224.246	303
87.122.99.53	336
87.124.9.8	246
87.124.138.208	528
87.125.102.79	375
87.125.159.156	315
87.132.147.158	442
87.138.55.21	303
87.145.48.143	283
87.150.39.213	316
87.153.114.50	259
87.155.194.43	426
87.158.140.20	313
87.169.161.209	346
87.178.61.115	303
87.185.81.168	328
87.189.7.9	401
87.196.245.251	358
87.198.158.47	329
87.200.59.60	437
87.200.226.236	79
87.202.38.152	306
87.207.34.133	488
87.207.74.64	405
87.213.139.107	358
87.218.19.91	384
87.235.61.59	336
87.239.32.163	249
87.244.233.87	450
87.246.84.52	301
87.253.133.38	310
88.1.127.254	477
88.3.195.223	403
88.9.30.147	386
88.9.215.79	359
88.11.208.23	343
88.13.139.91	389
88.14.91.102	329
88.15.103.83	272
88.33.4.247	308
88.36.100.153	435
88.43.66.161	379
88.58.137.243	413
88.72.44.248	378
88.73.212.25	309
88.74.84.157	421
88.76.178.187	356
88.77.93.201	435
88.81.133.53	367
88.82.23.134	351
88.84.214.104	316
88.85.89.123	375
88.91.103.176	282
88.91.228.230	360
88.94.181.68	322
88.96.101.59	396
88.100.147.100	464
88.120.19.103	310
88.130.238.239	431
88.141.1.154	262
88.144.195.194	380
88.145.190.121	381
88.151.102.28	412
88.155.87.124	288
88.158.210.45	398
88.166.17.222	272
88.169.43.182	273
88.171.169.174	284
88.174.114.223	421
88.178.225.23	272
88.182.158.138	362
88.189.40.130	370
88.194.57.192	508
88.199.46.128	292
88.206.115.64	382
88.207.91.249	351
88.208.49.109	417
88.208.169.64	350
88.213.137.146	506
88.217.245.86	305
88.224.11.221	297
88.235.156.94	343
88.237.42.94	350
88.239.239.60	255
88.241.199.38	294
88.245.48.166	401
88.248.161.190	420
89.7.191.121	329
89.10.90.165	367
89.16.12.166	219
89.16.82.239	188
89.31.180.186	467
89.33.97.238	361
89.44.175.38	268
89.46.195.212	367
89.52.87.155	362
89.59.190.72	288
89.60.25.100	228
89.62.126.210	242
89.63.13.227	284
89.64.89.101	378
89.66.48.88	483
89.66.171.7	333
89.71.211.136	264
89.81.18.31	380
89.85.161.104	398
89.89.23.181	455
89.90.47.113	358
89.91.216.67	419
89.98.158.53	312
89.108.244.109	296
89.115.36.155	378
89.118.205.26	428
89.129.135.208	364
89.136.85.145	422
89.136.88.222	378
89.141.147.238	251
89.142.24.71	366
89.148.105.247	373
89.158.141.215	526
89.159.224.102	439
89.161.11.208	407
89.162.151.104	309
89.167.106.222	324
89.167.197.5	524
89.168.137.48	354
89.170.34.248	347
89.175.247.250	244
89.177.36.125	322
89.182.106.26	369
89.182.118.101	369
89.183.6.71	101
89.183.50.245	400
89.195.234.101	323
89.196.225.160	441
89.203.235.76	389
89.215.43.221	400
89.217.55.221	113
89.221.26.120	462
89.227.207.186	276
89.229.208.99	355
89.230.48.241	293
89.243.74.72	368
89.243.120.31	307
90.4.244.59	299
90.8.84.190	493
90.14.63.23	537
90.15.102.13	266
90.20.3.76	441
90.22.167.209	487
90.28.76.20	381
90.28.180.199	432
90.29.49.68	394
90.35.222.62	425
90.39.10.103	475
90.40.172.217	359
90.42.151.9	299
90.50.183.101	314
90.63.51.37	243
90.67.251.247	318
90.80.51.184	478
90.84.40.10	172
90.85.66.12	217
90.87.151.115	308
90.89.133.159	380
90.96.74.140	369
90.105.43.212	322
90.106.29.103	651
90.112.158.126	332
90.128.116.67	411
90.130.241.254	306
90.136.128.94	458
90.163.120.187	460
90.163.144.17	340
90.167.116.74	206
90.173.208.105	376
90.174.42.1	316
90.185.195.116	408
90.189.162.225	312
90.193.238.77	515
90.195.159.24	375
90.195.191.186	265
90.198.86.75	279
90.198.195.61	410
90.200.245.44	401
90.203.24.212	388
90.204.167.35	367
90.218.19.6	396
90.221.242.232	350
90.229.104.20	423
90.230.82.234	265
90.237.139.77	398
90.238.88.132	718
90.239.95.92	368
90.251.54.176	282
90.251.203.137	410
90.254.133.224	365
91.3.161.160	278
91.5.76.19	265
91.5.232.204	257
91.6.3.176	463
91.8.108.5	275
91.17.40.12	514
91.21.115.42	91
91.22.235.141	392
91.39.60.1	416
91.41.194.73	320
91.52.57.79	85
91.54.179.76	303
91.57.137.185	479
91.58.214.127	127
91.61.207.202	428
91.63.146.126	297
91.79.47.85	376
91.80.31.251	495
91.80.182.74	379
91.81.8.65	350
91.81.76.227	176
91.85.190.126	313
91.86.53.42	623
91.89.94.193	388
91.91.22.71	296
91.94.233.27	313
91.95.91.211	335
91.96.21.225	322
91.98.19.96	370
91.98.119.70	274
91.111.243.51	375
91.114.169.115	366
91.117.139.67	358
91.117.246.207	393
91.121.50.185	318
91.123.84.194	357
91.125.176.42	359
91.126.177.123	493
91.145.28.120	379
91.148.79.214	378
91.148.155.143	447
91.150.163.49	423
91.151.16.189	367
91.154.158.195	369
91.178.232.134	290
91.184.70.191	334
91.194.178.91	196
91.205.173.253	391
91.206.213.30	299
91.220.241.78	356
91.236.162.233	316
91.245.226.46	360
91.247.15.157	327
91.254.70.204	437
92.1.67.171	297
92.23.239.21	536
92.34.154.111	465
92.36.52.127	347
92.39.204.62	362
92.40.186.241	572
92.42.223.213	565
92.43.199.213	389
92.58.146.62	232
92.70.134.117	322
92.84.43.5	377
92.85.193.79	344
92.94.160.205	503
92.99.39.6	313
92.103.94.106	443
92.115.138.70	343
92.131.156.14	260
92.131.163.7	478
92.140.167.3	533
92.142.60.172	426
92.142.171.202	344
92.143.44.246	422
92.143.219.12	496
92.146.56.2	303
92.146.205.112	387
92.147.192.21	382
92.149.25.204	357
92.164.209.2	269
92.179.169.114	428
92.180.152.120	367
92.182.193.81	347
92.185.201.104	339
92.195.132.237	228
92.196.106.239	300
92.200.78.9	394
92.204.159.186	462
92.219.160.215	329
92.225.54.178	402
92.230.13.242	310
92.234.154.224	274
92.236.251.236	347
92.237.109.131	315
92.245.124.204	391
92.245.209.65	312
92.246.253.168	418
92.248.198.81	283
93.15.135.51	310
93.22.80.162	330
93.24.221.120	247
93.25.4.133	410
93.32.46.172	345
93.32.99.144	384
93.34.114.119	460
93.41.49.122	421
93.45.132.93	284
93.47.55.67	503
93.49.129.60	338
93.51.99.28	382
93.56.35.228	715
93.59.118.215	307
93.61.102.10	251
93.64.129.203	472
93.68.28.28	651
93.71.105.90	418
93.73.3.224	458
93.75.54.254	276
93.87.93.68	306
93.89.59.207	400
93.90.135.209	413
93.103.67.54	349
93.105.248.169	391
93.111.140.78	288
93.114.98.35	405
93.122.240.191	324
93.123.186.111	382
93.132.243.214	280
93.134.36.202	332
93.135.174.124	342
93.143.230.104	268
93.153.144.245	132
93.155.112.154	333
93.155.201.4	296
93.159.242.66	337
93.160.162.88	420
93.160.252.252	361
93.162.177.176	364
93.163.99.148	426
93.163.177.232	357
93.169.216.193	332
93.175.157.245	287
93.178.233.243	302
93.188.24.80	391
93.189.43.3	292
93.195.47.143	275
93.196.197.181	268
93.204.161.185	473
93.209.202.249	217
93.217.68.69	324
93.220.56.210	266
93.222.191.219	339
93.233.52.192	345
93.242.29.98	248
93.242.204.241	343
93.249.56.159	180
94.2.15.121	326
94.3.200.104	369
94.5.95.153	348
94.8.203.179	387
94.10.50.48	303
94.19.41.152	178
94.21.180.216	511
94.23.56.36	308
94.31.69.66	291
94.33.115.77	337
94.35.182.223	294
94.36.247.170	410
94.41.48.166	376
94.44.52.229	388
94.55.202.13	209
94.58.142.55	328
94.61.189.198	319
94.69.109.207	435
94.71.31.173	313
94.77.238.3	540
94.78.53.94	340
94.79.41.200	274
94.83.181.30	695
94.87.145.244	260
94.92.31.49	466
94.97.197.229	374
94.100.196.194	454
94.102.131.153	386
94.109.174.17	261
94.112.64.105	366
94.112.108.24	511
94.120.96.169	238
94.124.83.108	296
94.130.184.34	410
94.136.191.243	227
94.136.213.216	329
94.137.248.91	439
94.143.24.90	320
94.145.161.93	230
94.154.88.72	377
94.154.105.170	477
94.156.138.70	369
94.162.123.11	326
94.171.40.113	334
94.171.137.155	516
94.197.13.77	390
94.201.144.148	499
94.201.149.186	314
94.220.108.121	283
94.230.11.80	456
94.230.50.126	391
94.242.61.13	329
94.243.170.108	427
94.250.49.147	343
94.251.9.31	311
95.6.55.192	264
95.12.174.73	433
95.21.63.180	329
95.35.192.55	367
95.36.140.196	352
95.38.98.64	397
95.51.44.141	402
95.53.34.246	353
95.56.242.105	319
95.63.98.123	376
95.63.187.218	430
95.73.232.160	352
95.82.188.75	436
95.83.197.39	316
95.86.69.181	696
95.96.56.142	324
95.117.57.44	335
95.120.26.97	382
95.128.28.67	380
95.133.77.15	403
95.138.82.16	433
95.138.217.116	345
95.141.59.130	151
95.142.40.16	290
95.150.131.162	384
95.152.132.175	335
95.156.212.178	328
95.157.100.153	217
95.160.173.8	318
95.163.233.87	420
95.170.70.207	328
95.176.25.111	318
95.182.10.122	356
95.185.114.186	370
95.191.12.133	208
95.194.221.184	428
95.197.166.143	480
95.198.245.69	452
95.204.134.124	381
95.206.237.229	225
95.218.196.82	422
95.228.214.67	423
95.233.85.182	365
95.242.58.231	196
95.246.132.190	349
96.3.198.202	350
96.18.85.164	308
96.25.73.186	414
96.29.143.229	320
96.35.31.6	382
96.38.209.92	259
96.78.111.150	168
96.86.167.192	473
96.102.211.213	411
96.115.167.186	371
96.117.43.146	423
96.144.75.115	394
96.155.152.218	388
96.167.47.54	581
96.168.240.209	401
96.179.44.222	468
96.185.189.162	428
96.187.86.34	419
96.187.212.50	297
96.194.138.205	287
96.204.37.26	343
96.211.133.8	528
96.233.96.250	248
96.253.36.228	298
97.3.200.240	70
97.7.243.60	341
97.12.126.85	350
97.13.119.179	233
97.17.240.90	373
97.22.226.134	366
97.23.235.114	372
97.32.111.216	327
97.34.249.223	399
97.39.208.233	266
97.51.206.6	50
97.52.217.225	255
97.59.168.217	338
97.64.76.201	368
97.67.236.238	307
97.70.11.64	486
97.71.99.212	433
97.74.101.37	369
97.76.20.39	379
97.83.120.161	286
97.89.52.214	431
97.90.124.245	304
97.93.100.143	232
97.93.253.156	405
97.105.139.113	384
97.118.189.23	261
97.118.191.229	239
97.134.28.24	228
97.144.220.112	366
97.148.89.57	310
97.150.80.166	241
97.152.97.254	481
97.158.127.56	321
97.162.245.42	297
97.163.133.212	390
97.164.67.173	258
97.184.242.200	346
97.187.73.10	400
97.195.78.13	308
97.198.244.16	341
97.199.25.204	460
97.199.65.230	503
97.203.191.186	228
97.204.254.95	260
97.210.2.153	439
97.211.87.171	173
97.214.83.4	491
97.221.61.252	438
